11021;United States;Beaverton;Single;37;Female;40000,00;0;0;Partial College;Skilled Manual;0;1;0;1-10 Orders;1-2 Miles;0;3;2371,96
11022;United States;Bellingham;Married;37;Male;40000,00;0;0;Partial College;Skilled Manual;1;1;0;1-10 Orders;5-10 Miles;0;2;2322,28
11023;United States;Bellflower;Married;37;Male;40000,00;0;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;1-2 Miles;331;6;122,24
11024;United States;Concord;Married;37;Male;60000,00;0;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;29;6;56,51
11025;Australia;Hawthorne;Married;70;Male;10000,00;2;1;Partial High School;Clerical;1;2;1;1-10 Orders;1-2 Miles;1023;6;6576,80
11026;Australia;Goulburn;Single;70;Male;30000,00;2;0;Partial College;Clerical;0;2;1;1-10 Orders;1-2 Miles;996;7;6575,79
11027;Australia;Warrnambool;Married;69;Male;30000,00;2;0;Partial College;Clerical;1;2;1;1-10 Orders;5-10 Miles;1012;9;6591,57
11028;Australia;St. Leonards;Married;70;Female;30000,00;2;0;Partial College;Clerical;1;2;1;1-10 Orders;1-2 Miles;985;5;6474,62
11029;Australia;Bendigo;Married;69;Male;30000,00;2;0;Partial College;Clerical;1;2;1;1-10 Orders;1-2 Miles;1027;7;6565,29
11030;Australia;Cloverdale;Married;63;Female;10000,00;2;1;Partial High School;Clerical;1;2;1;1-10 Orders;1-2 Miles;1008;4;6471,32
11031;Australia;Matraville;Married;68;Female;20000,00;4;0;High School;Skilled Manual;1;2;1;1-10 Orders;1-2 Miles;1016;6;6478,60
11032;Australia;Melbourne;Married;69;Female;20000,00;4;0;High School;Skilled Manual;1;2;1;1-10 Orders;1-2 Miles;994;10;6525,56
11033;Australia;Milsons Point;Married;63;Male;20000,00;4;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;994;7;6495,29
11034;Australia;North Sydney;Married;69;Female;20000,00;4;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;1013;4;6491,32
11035;Australia;Cranbourne;Married;68;Female;10000,00;2;1;Partial High School;Clerical;1;2;1;1-10 Orders;1-2 Miles;1013;5;6451,31
11036;United States;National City;Married;37;Female;60000,00;0;0;Partial College;Skilled Manual;1;2;0;1-10 Orders;1-2 Miles;0;2;2354,98
11037;Canada;Cliffside;Single;38;Female;40000,00;0;0;Partial High School;Clerical;0;2;0;1-10 Orders;5-10 Miles;0;7;2374,23
11038;Australia;Lavender Bay;Married;68;Female;10000,00;2;1;Partial High School;Clerical;1;2;1;1-10 Orders;5-10 Miles;1009;3;6437,33
11039;Australia;Wollongong;Married;67;Male;30000,00;3;0;Partial College;Clerical;1;2;1;1-10 Orders;5-10 Miles;1008;9;6636,58
11040;United States;Tacoma;Married;38;Male;30000,00;0;0;Partial College;Skilled Manual;1;2;0;1-10 Orders;1-2 Miles;0;3;2350,96
11041;United States;Glendale;Married;38;Female;60000,00;0;0;Partial College;Skilled Manual;1;2;0;1-10 Orders;1-2 Miles;0;3;2380,47
11042;United States;Los Angeles;Married;39;Female;70000,00;0;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;0-1 Miles;269;3;3112,33
11043;United States;Glendale;Married;40;Male;60000,00;0;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;102;3;47,98
11044;Australia;Hervey Bay;Married;67;Male;20000,00;2;1;Partial High School;Clerical;1;2;1;1-10 Orders;1-2 Miles;984;7;6515,30
11045;Australia;Matraville;Single;66;Male;30000,00;3;0;High School;Skilled Manual;0;2;1;1-10 Orders;1-2 Miles;202;4;114,96
11046;Australia;Lavender Bay;Married;66;Female;30000,00;3;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;1010;6;6616,81
11047;Australia;Geelong;Married;66;Female;30000,00;3;0;High School;Skilled Manual;0;2;1;1-10 Orders;1-2 Miles;1020;4;6582,33
11048;Australia;Sunbury;Married;65;Male;30000,00;3;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;1049;8;6498,24
11049;United States;Chula Vista;Single;35;Female;40000,00;0;0;Partial High School;Clerical;1;2;1;1-10 Orders;5-10 Miles;234;5;81,26
11050;Australia;Hobart;Married;64;Male;30000,00;3;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;1003;6;5007,30
11051;Australia;Caloundra;Single;64;Male;30000,00;3;0;High School;Skilled Manual;0;2;1;1-10 Orders;1-2 Miles;3;5;123,95
11052;Australia;Matraville;Single;64;Female;40000,00;2;0;Partial College;Clerical;0;2;1;1-10 Orders;5-10 Miles;830;7;8131,32
11053;United States;San Diego;Married;35;Female;60000,00;0;0;Partial College;Skilled Manual;0;2;0;1-10 Orders;1-2 Miles;0;2;2329,98
11054;Australia;Geelong;Married;64;Female;40000,00;2;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;847;6;8223,02
11055;Australia;East Brisbane;Married;64;Male;40000,00;2;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;858;8;8168,01
11056;Australia;Newcastle;Married;63;Female;40000,00;3;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;825;8;8207,50
11057;Australia;Lane Cove;Married;51;Male;70000,00;2;0;Graduate Degree;Management;1;2;1;1-10 Orders;1-2 Miles;819;4;8088,04
11058;Australia;Findon;Married;56;Male;80000,00;2;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;1-2 Miles;818;6;8248,02
11059;Australia;Townsville;Single;62;Female;80000,00;2;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;26;7;116,93
11060;Australia;Warrnambool;Married;62;Male;80000,00;2;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;829;6;8153,02
11061;Australia;Gold Coast;Married;45;Male;80000,00;2;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;824;6;8129,02
11062;United States;Portland;Married;40;Male;40000,00;0;0;High School;Skilled Manual;1;2;0;1-10 Orders;5-10 Miles;0;3;2351,96
11063;United States;Redmond;Single;41;Female;40000,00;0;0;High School;Skilled Manual;1;2;0;1-10 Orders;5-10 Miles;0;5;2372,95
11064;United States;Downey;Married;40;Male;40000,00;0;0;High School;Skilled Manual;1;2;0;1-10 Orders;5-10 Miles;0;2;2304,98
11065;United States;La Jolla;Married;42;Female;60000,00;0;0;Partial College;Skilled Manual;0;2;1;1-10 Orders;1-2 Miles;334;5;202,57
11066;United States;Lebanon;Married;42;Female;70000,00;0;0;Partial College;Professional;1;2;1;1-10 Orders;5-10 Miles;111;5;81,26
11067;United States;Port Orchard;Single;39;Male;60000,00;0;0;Partial College;Professional;1;2;1;1-10 Orders;5-10 Miles;147;6;105,75
11068;Australia;Warrnambool;Single;55;Female;80000,00;2;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;161;9;113,36
11069;Australia;Gold Coast;Single;55;Female;80000,00;2;0;High School;Skilled Manual;0;2;1;1-10 Orders;1-2 Miles;779;3;8104,05
11070;Australia;Sunbury;Married;61;Male;80000,00;2;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;790;10;8165,55
11071;Australia;Hawthorne;Single;61;Female;80000,00;2;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;275;7;110,23
11072;Australia;St. Leonards;Single;61;Female;80000,00;2;0;High School;Skilled Manual;0;2;1;1-10 Orders;1-2 Miles;807;7;8194,00
11073;Australia;Springwood;Single;59;Female;70000,00;2;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;151;10;191,90
11074;Australia;Cloverdale;Single;59;Male;70000,00;2;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;65;7;94,19
11075;Australia;Bendigo;Single;58;Female;80000,00;2;0;High School;Professional;1;2;1;1-10 Orders;5-10 Miles;788;5;8068,03
11076;Australia;Wollongong;Single;58;Male;80000,00;2;0;High School;Professional;1;2;1;1-10 Orders;5-10 Miles;792;4;8159,04
11077;Australia;Melton;Single;58;Female;80000,00;2;0;High School;Professional;0;2;1;1-10 Orders;1-2 Miles;789;5;8169,03
11078;Canada;Cliffside;Single;36;Female;40000,00;0;0;High School;Professional;0;2;1;31-40 Orders;1-2 Miles;347;31;913,27
11079;Australia;Geelong;Single;51;Male;160000,00;0;0;Graduate Degree;Management;1;2;1;1-10 Orders;0-1 Miles;292;5;57,95
11080;Australia;Perth;Married;56;Male;170000,00;0;0;Graduate Degree;Management;1;2;1;1-10 Orders;0-1 Miles;805;7;8204,02
11081;United States;Concord;Married;49;Female;120000,00;2;2;Bachelors;Management;1;3;1;1-10 Orders;2-5 Miles;60;5;104,26
11082;United States;Fremont;Single;49;Female;130000,00;0;1;Graduate Degree;Management;0;3;1;1-10 Orders;1-2 Miles;288;6;3110,81
11083;United States;Lincoln Acres;Married;44;Female;130000,00;0;1;Graduate Degree;Management;1;3;1;1-10 Orders;1-2 Miles;306;5;3137,32
11084;United States;Lebanon;Single;58;Male;80000,00;2;0;Partial High School;Skilled Manual;0;2;1;1-10 Orders;1-2 Miles;321;5;3078,61
11085;United States;Newport Beach;Single;58;Female;60000,00;2;0;High School;Professional;0;2;1;1-10 Orders;5-10 Miles;33;5;128,96
11086;United States;Santa Monica;Married;58;Male;70000,00;2;1;Partial College;Professional;1;0;1;1-10 Orders;0-1 Miles;172;6;153,45
11087;United States;Chula Vista;Married;58;Female;70000,00;3;2;Partial College;Professional;0;0;1;1-10 Orders;0-1 Miles;165;4;200,28
11088;United States;San Diego;Married;58;Male;80000,00;2;1;Bachelors;Management;1;0;1;1-10 Orders;2-5 Miles;303;7;3176,78
11089;United States;Long Beach;Single;59;Female;80000,00;2;1;Bachelors;Management;1;1;1;1-10 Orders;2-5 Miles;324;7;3188,28
11090;United States;Los Angeles;Single;53;Male;90000,00;2;0;Partial College;Professional;1;1;1;1-10 Orders;2-5 Miles;837;6;6704,08
11091;Canada;Haney;Married;59;Male;90000,00;2;0;Partial College;Professional;1;1;1;51-60 Orders;5-10 Miles;344;59;1189,33
11092;Australia;East Brisbane;Married;49;Female;90000,00;2;2;Bachelors;Professional;1;0;1;1-10 Orders;1-2 Miles;805;5;8110,02
11093;Australia;Wollongong;Married;43;Female;100000,00;0;0;Graduate Degree;Management;1;0;1;1-10 Orders;0-1 Miles;793;7;8180,00
11094;Australia;Cranbourne;Single;54;Male;70000,00;1;0;Partial College;Skilled Manual;0;1;1;1-10 Orders;0-1 Miles;279;8;235,89
11095;Australia;Port Macquarie;Single;53;Male;70000,00;1;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;816;7;8158,01
11096;Australia;North Sydney;Married;53;Male;60000,00;1;0;Bachelors;Professional;1;1;1;1-10 Orders;5-10 Miles;841;4;8063,04
11097;Australia;Warrnambool;Married;49;Male;60000,00;1;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;842;5;8099,03
11098;Australia;Rhodes;Single;55;Female;60000,00;1;0;Partial College;Skilled Manual;0;1;1;1-10 Orders;0-1 Miles;247;4;88,96
11099;Australia;Port Macquarie;Married;55;Male;60000,00;1;0;Bachelors;Professional;1;1;1;1-10 Orders;0-1 Miles;816;9;8215,99
11100;Australia;Cloverdale;Single;55;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;844;7;8172,51
11101;Australia;Cranbourne;Single;51;Female;70000,00;0;0;Bachelors;Professional;0;1;1;1-10 Orders;0-1 Miles;792;7;8262,52
11102;Australia;Sydney;Single;51;Female;80000,00;5;5;Bachelors;Professional;1;4;1;1-10 Orders;1-2 Miles;146;5;102,91
11103;Australia;Darlinghurst;Single;40;Female;70000,00;0;0;Bachelors;Professional;1;1;1;1-10 Orders;5-10 Miles;783;8;8182,50
11104;Australia;Gold Coast;Married;46;Male;70000,00;0;0;Bachelors;Professional;0;1;1;1-10 Orders;0-1 Miles;773;6;8173,03
11105;Australia;Matraville;Single;51;Female;70000,00;0;0;Bachelors;Professional;0;1;1;1-10 Orders;5-10 Miles;753;5;8095,99
11106;Australia;Warrnambool;Single;51;Male;70000,00;0;0;Bachelors;Professional;0;1;1;1-10 Orders;5-10 Miles;759;3;8079,05
11107;Australia;St. Leonards;Married;45;Female;90000,00;1;0;Bachelors;Professional;1;1;1;1-10 Orders;5-10 Miles;782;6;8171,01
11108;Australia;Port Macquarie;Single;52;Female;70000,00;0;0;Bachelors;Professional;0;2;1;1-10 Orders;0-1 Miles;782;5;8124,04
11109;Australia;South Melbourne;Single;41;Male;70000,00;0;0;Bachelors;Professional;0;2;1;1-10 Orders;0-1 Miles;776;8;8245,01
11110;Australia;Darlinghurst;Married;54;Male;60000,00;1;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;842;5;8093,03
11111;Australia;Geelong;Married;54;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;0-1 Miles;825;8;8137,00
11112;Australia;Hervey Bay;Married;53;Female;60000,00;1;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;0-1 Miles;831;6;8295,02
11113;Australia;Perth;Married;48;Male;70000,00;5;4;Bachelors;Professional;1;2;1;1-10 Orders;5-10 Miles;79;7;109,88
11114;Australia;Rhodes;Single;54;Female;70000,00;5;4;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;283;7;122,89
11115;Australia;St. Leonards;Married;54;Male;70000,00;5;4;Partial College;Skilled Manual;1;2;1;1-10 Orders;0-1 Miles;326;6;113,71
11116;Australia;Sydney;Married;42;Male;70000,00;5;4;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;215;7;148,70
11117;Australia;Matraville;Married;55;Female;70000,00;5;4;Partial College;Skilled Manual;1;3;1;1-10 Orders;10+ Miles;781;8;8184,99
11118;Australia;Lavender Bay;Single;59;Male;80000,00;1;0;Partial College;Skilled Manual;0;1;1;1-10 Orders;0-1 Miles;200;8;123,80
11119;Australia;Port Macquarie;Single;81;Male;30000,00;2;0;Partial College;Clerical;0;2;1;1-10 Orders;0-1 Miles;293;4;85,22
11120;Australia;Sydney;Single;79;Female;40000,00;2;0;Bachelors;Management;1;1;1;1-10 Orders;5-10 Miles;859;10;8242,49
11121;Australia;Newcastle;Married;55;Male;70000,00;5;4;Partial College;Skilled Manual;1;3;1;1-10 Orders;10+ Miles;133;6;58,16
11122;Australia;North Sydney;Married;56;Male;70000,00;5;4;Partial College;Skilled Manual;1;3;1;1-10 Orders;5-10 Miles;182;3;42,93
11123;Australia;Sunbury;Married;56;Male;70000,00;5;4;Partial College;Skilled Manual;1;3;1;1-10 Orders;10+ Miles;283;8;149,84
11124;Australia;Warrnambool;Single;53;Male;80000,00;1;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;775;6;8129,02
11125;Australia;Seaford;Single;60;Female;70000,00;1;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;153;7;79,69
11126;Australia;North Ryde;Married;67;Male;10000,00;2;1;High School;Skilled Manual;0;2;1;1-10 Orders;0-1 Miles;890;8;4972,37
11127;United States;San Gabriel;Married;40;Female;40000,00;0;0;High School;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;174;3;43,98
11128;United States;Renton;Married;40;Female;40000,00;0;0;High School;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;54;7;143,94
11129;United States;Sedro Woolley;Single;40;Female;40000,00;0;0;High School;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;522;2;5873,26
11130;United States;Lebanon;Married;36;Female;30000,00;0;0;High School;Skilled Manual;1;2;0;1-10 Orders;5-10 Miles;0;2;37,29
11131;Canada;Haney;Married;36;Female;30000,00;0;0;High School;Skilled Manual;0;2;1;1-10 Orders;0-1 Miles;97;9;165,91
11132;Canada;Langford;Single;35;Female;30000,00;0;0;High School;Skilled Manual;0;2;0;1-10 Orders;5-10 Miles;0;6;2371,94
11133;United States;Lake Oswego;Single;35;Female;30000,00;0;0;Partial High School;Clerical;0;2;0;1-10 Orders;0-1 Miles;0;4;71,96
11134;Australia;Perth;Single;64;Male;10000,00;5;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;915;3;4911,83
11135;United States;Burlingame;Single;36;Male;30000,00;0;0;Partial High School;Clerical;0;2;0;1-10 Orders;5-10 Miles;0;3;2334,97
11136;Canada;Metchosin;Single;37;Female;40000,00;0;0;High School;Skilled Manual;0;2;0;1-10 Orders;0-1 Miles;0;3;2380,47
11137;United States;Spokane;Married;37;Female;40000,00;0;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;173;5;202,57
11138;United States;Glendale;Married;37;Female;40000,00;0;0;High School;Skilled Manual;0;2;1;1-10 Orders;0-1 Miles;103;4;78,97
11139;Australia;Cloverdale;Single;72;Female;30000,00;2;0;Partial College;Clerical;0;2;1;1-10 Orders;5-10 Miles;33;3;83,97
11140;United States;Burbank;Single;39;Male;30000,00;0;0;Partial High School;Clerical;0;2;0;1-10 Orders;5-10 Miles;0;2;39,99
11141;United States;Daly City;Married;39;Female;40000,00;0;0;High School;Skilled Manual;0;2;1;1-10 Orders;0-1 Miles;135;5;113,96
11142;Canada;Langford;Single;38;Male;40000,00;0;0;High School;Skilled Manual;0;2;1;31-40 Orders;0-1 Miles;334;36;980,77
11143;United States;Lakewood;Married;39;Male;40000,00;0;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;187;5;48,56
11144;United States;Ballard;Single;36;Male;40000,00;0;0;High School;Skilled Manual;0;2;0;1-10 Orders;0-1 Miles;0;3;2399,97
11145;United States;Beaverton;Single;36;Female;40000,00;0;0;High School;Skilled Manual;0;2;0;1-10 Orders;0-1 Miles;0;3;2309,97
11146;Australia;Matraville;Single;76;Female;40000,00;2;0;Bachelors;Management;1;2;1;1-10 Orders;5-10 Miles;222;7;112,93
11147;Australia;Warrnambool;Married;77;Male;60000,00;2;0;Graduate Degree;Management;1;1;1;1-10 Orders;0-1 Miles;887;7;8195,50
11148;Australia;East Brisbane;Married;74;Male;40000,00;2;0;Bachelors;Management;1;2;1;1-10 Orders;5-10 Miles;271;6;126,24
11149;Australia;Hervey Bay;Married;75;Male;40000,00;2;0;Bachelors;Management;1;2;1;1-10 Orders;0-1 Miles;178;4;41,26
11150;Australia;Sunbury;Single;75;Male;40000,00;2;0;Bachelors;Management;1;2;1;1-10 Orders;5-10 Miles;110;8;192,42
11151;Australia;Sydney;Single;74;Female;60000,00;2;0;Graduate Degree;Management;0;1;1;1-10 Orders;0-1 Miles;889;6;8087,31
11152;United States;Puyallup;Single;40;Male;40000,00;0;0;High School;Skilled Manual;1;2;0;1-10 Orders;5-10 Miles;0;1;2294,99
11153;United States;Renton;Married;40;Female;40000,00;0;0;High School;Skilled Manual;1;2;0;1-10 Orders;5-10 Miles;0;5;109,77
11154;United States;Woodburn;Single;39;Female;40000,00;0;0;Partial College;Skilled Manual;1;1;0;1-10 Orders;5-10 Miles;0;1;2319,99
11155;United States;Burbank;Single;40;Male;40000,00;0;0;Partial College;Skilled Manual;0;1;0;1-10 Orders;1-2 Miles;0;1;2319,99
11156;United States;Lakewood;Single;40;Female;40000,00;0;0;Partial College;Skilled Manual;0;1;0;1-10 Orders;1-2 Miles;0;4;2389,97
11157;United States;Tacoma;Married;41;Female;40000,00;0;0;High School;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;49;3;41,28
11158;United States;San Gabriel;Single;40;Male;40000,00;0;0;High School;Skilled Manual;1;2;0;1-10 Orders;5-10 Miles;0;3;2395,96
11159;United States;Woodland Hills;Single;40;Female;40000,00;0;0;High School;Skilled Manual;0;2;1;1-10 Orders;1-2 Miles;60;5;48,56
11160;United States;Concord;Single;42;Male;40000,00;0;0;Partial College;Skilled Manual;0;1;0;1-10 Orders;5-10 Miles;0;2;2322,28
11161;United States;Concord;Single;42;Female;40000,00;0;0;Partial College;Skilled Manual;0;1;1;1-10 Orders;1-2 Miles;163;6;93,95
11162;United States;La Jolla;Single;42;Male;40000,00;0;0;Partial College;Skilled Manual;1;1;0;1-10 Orders;5-10 Miles;0;2;2329,98
11163;United States;Spring Valley;Married;41;Male;40000,00;0;0;Partial College;Skilled Manual;1;1;1;1-10 Orders;5-10 Miles;96;4;46,27
11164;United States;Torrance;Single;42;Male;40000,00;0;0;Partial College;Skilled Manual;0;1;1;1-10 Orders;1-2 Miles;100;6;144,76
11165;United States;Oakland;Married;42;Female;60000,00;0;0;Partial College;Skilled Manual;0;1;1;1-10 Orders;1-2 Miles;11;3;102,49
11166;United States;Olympia;Single;44;Female;70000,00;0;0;Partial College;Skilled Manual;0;2;1;1-10 Orders;0-1 Miles;53;5;87,96
11167;United States;Issaquah;Single;43;Female;80000,00;0;0;Bachelors;Management;0;1;1;1-10 Orders;0-1 Miles;325;4;3126,33
11168;United States;Oakland;Single;48;Male;80000,00;0;0;Bachelors;Management;0;1;1;1-10 Orders;0-1 Miles;305;7;3136,59
11169;United States;Coronado;Married;48;Male;90000,00;4;4;Bachelors;Management;1;1;1;1-10 Orders;0-1 Miles;121;5;81,26
11170;United States;Burien;Married;48;Female;90000,00;4;4;Bachelors;Management;1;1;1;1-10 Orders;0-1 Miles;125;7;157,23
11171;United States;Woodland Hills;Single;43;Male;100000,00;1;0;Bachelors;Management;1;2;1;1-10 Orders;1-2 Miles;810;8;6716,55
11172;United States;Lynnwood;Married;48;Female;100000,00;1;0;Bachelors;Management;1;2;1;1-10 Orders;1-2 Miles;253;7;128,94
11173;United States;W. Linn;Single;48;Female;110000,00;0;0;Graduate Degree;Management;0;4;1;1-10 Orders;0-1 Miles;297;3;102,49
11174;United States;Los Angeles;Married;48;Male;110000,00;0;1;Graduate Degree;Management;1;0;1;1-10 Orders;2-5 Miles;12;5;48,56
11175;United States;Beverly Hills;Single;53;Male;70000,00;0;0;Partial College;Skilled Manual;1;2;1;1-10 Orders;5-10 Miles;798;8;6710,55
11176;Canada;Haney;Married;42;Male;90000,00;4;4;Bachelors;Management;1;1;1;51-60 Orders;1-2 Miles;359;60;1320,01
11177;United States;San Diego;Married;73;Male;110000,00;2;4;Graduate Degree;Management;1;2;1;1-10 Orders;5-10 Miles;199;6;135,25
11178;United States;Lakewood;Married;67;Male;100000,00;2;3;Graduate Degree;Management;1;3;1;1-10 Orders;1-2 Miles;94;6;144,76
11179;United States;Beverly Hills;Married;62;Female;120000,00;2;4;Graduate Degree;Management;1;3;1;1-10 Orders;5-10 Miles;303;6;125,44
11180;United States;Chula Vista;Married;73;Female;160000,00;1;3;Bachelors;Management;1;4;1;1-10 Orders;0-1 Miles;192;6;138,45
11181;United States;Los Angeles;Married;61;Male;170000,00;2;3;Graduate Degree;Management;1;2;1;1-10 Orders;0-1 Miles;65;3;41,28
11182;United States;Sedro Woolley;Single;71;Female;70000,00;4;0;Bachelors;Management;1;2;1;1-10 Orders;10+ Miles;130;5;81,26
11183;United States;Santa Cruz;Single;71;Female;70000,00;4;0;Bachelors;Management;1;2;1;1-10 Orders;10+ Miles;44;4;46,27
11184;United States;Concord;Single;66;Female;70000,00;4;0;Bachelors;Management;1;2;1;1-10 Orders;10+ Miles;60;5;68,25
11185;Canada;Metchosin;Single;71;Female;70000,00;4;0;Bachelors;Management;1;2;1;61+ Orders;10+ Miles;339;68;1616,31
11186;United States;Palo Alto;Single;72;Female;70000,00;4;0;Bachelors;Management;1;2;1;1-10 Orders;10+ Miles;81;3;41,28
11187;United States;Burien;Married;72;Female;60000,00;4;0;Graduate Degree;Management;1;2;1;1-10 Orders;10+ Miles;125;4;107,48
11188;United States;San Gabriel;Married;71;Female;60000,00;4;0;Graduate Degree;Management;0;2;1;1-10 Orders;1-2 Miles;81;5;81,26
11189;United States;Bellingham;Single;71;Male;60000,00;4;0;Graduate Degree;Management;1;2;1;1-10 Orders;10+ Miles;529;6;5944,22
11190;United States;Beverly Hills;Married;72;Male;70000,00;5;0;Bachelors;Management;1;2;1;1-10 Orders;10+ Miles;141;4;46,27
11191;United States;Colma;Single;70;Female;70000,00;5;0;Bachelors;Management;1;3;1;1-10 Orders;10+ Miles;818;7;6743,58
11192;United States;Seattle;Married;70;Male;60000,00;4;0;Bachelors;Management;1;2;1;1-10 Orders;2-5 Miles;94;5;113,96
11193;United States;Woodburn;Married;71;Male;60000,00;4;0;Bachelors;Management;1;2;1;1-10 Orders;2-5 Miles;174;3;41,28
11194;United States;Palo Alto;Married;71;Female;60000,00;4;0;Bachelors;Management;1;2;1;1-10 Orders;2-5 Miles;270;6;105,75
11195;United States;Renton;Married;70;Female;60000,00;5;0;Bachelors;Management;1;3;1;1-10 Orders;10+ Miles;191;6;105,75
11196;United States;Beaverton;Married;70;Male;60000,00;5;0;Bachelors;Management;1;3;1;1-10 Orders;10+ Miles;205;4;162,28
